nim,first_name,last_name,prodi
1301222571,Grenville,Goodbarne,TI
1301221312,Sharyl,Drake,IF
1301226059,Maure,Ninnotti,IF
1301228596,Leonerd,Stewartson,TI
1301224518,Pacorro,Aucock,DS
1301221444,Siward,De Ambrosis,TI
1301221208,Matteo,Moore,DS
1301228825,Devan,Gudyer,TI
1301220648,Mile,Bocock,DS
1301227165,Corny,Jenken,TI
1301229072,Nerta,Gerrels,RPL
1301223675,Robinet,Allwood,DS
1301224436,Goldi,Worsfield,IF
1301220830,Hillary,Ashdown,TI
1301229682,Linzy,Villaret,TI
1301229701,Glenn,Frantsev,IF
1301222275,Terrie,Ferronel,TI
1301226766,Doy,Hollyard,RPL
1301228807,Morgana,Kinahan,RPL
1301224547,Joela,Bruneau,IF
1301225084,Jamima,Simonnin,TI
1301222958,Fritz,Brockie,IF
1301220329,Gaston,Conor,TI
1301222886,Leisha,Pabelik,RPL
1301224353,Ingram,Crees,IF
1301223591,Bart,Goseling,RPL
1301220798,Ingaborg,Barge,DS
1301227827,Lewes,Zellick,DS
1301225693,Ginny,Aspinall,DS
1301226226,Nickie,Roalfe,DS
1301228058,Otis,Lamy,RPL
1301223207,Tod,Crowden,DS
1301229267,Franklin,Sweetnam,DS
1301220237,Ninon,Muffen,IF
1301229378,Coleen,Jachimiak,DS
1301222451,Morie,Smiley,TI
1301225440,Mel,Ethelstone,IF
1301223547,Lindsey,Wressell,TI
1301222691,Leonid,Badcock,RPL
1301228889,Naoma,Cobelli,DS
1301221782,Arri,Pinke,TI
1301226718,Rochette,Pierson,DS
1301224999,Estevan,Hynard,IF
1301225501,Rochelle,Rispin,TI
1301220834,Allen,McIlwrick,TI
1301221840,Joete,Belamy,TI
1301223881,Langston,Imlacke,TI
1301223391,Hannis,Carruthers,TI
1301229615,Maggi,Conibere,TI
1301226448,Patrizia,Domerq,IF
1301226205,Kyle,Spikins,RPL
1301222323,Thain,Ridgley,RPL
1301225281,Chandler,Heak,IF
1301220003,Gusty,Kibblewhite,IF
1301222666,Deloris,Bonnesen,IF
1301222234,Rowan,Loyndon,TI
1301220998,Cori,Schimoni,TI
1301229588,Carmencita,Burvill,IF
1301226729,Lynna,Blood,DS
1301228282,Valene,Colliar,RPL
1301220188,Cristie,Steutly,DS
1301226031,Shanda,Corcut,RPL
1301221177,Rica,Pecht,RPL
1301224051,Chanda,Charlton,IF
1301224111,Bran,Epton,IF
1301229843,Henrie,Haversum,TI
1301228663,Samantha,Brough,RPL
1301223850,Margaret,Pollicatt,IF
1301228440,Georgine,Brodie,TI
1301223671,Anthea,Hosburn,TI
1301225299,Orelle,Clayill,RPL
1301227277,Waylan,Lingner,DS
1301228016,Siobhan,Reisk,DS
1301224198,Carlynn,Relph,TI
1301221977,Licha,Minney,DS
1301226788,Gert,Bough,RPL
1301220618,Drake,Allain,IF
1301226300,Prudy,Boulter,DS
1301220450,Vasily,Regenhardt,DS
1301227613,Fransisco,Cowie,DS
1301222072,Alexa,Sarra,IF
1301225584,Ephraim,Kornas,DS
1301225363,Bryant,Butterfill,TI
1301222134,Rodolph,Hannam,DS
1301224598,Hyacinthie,Boddice,IF
1301229777,Terence,Quillinane,TI
1301226540,Florance,Grimwood,DS
1301223935,Kalli,Kornyakov,IF
1301225847,Horst,Forte,IF
1301228793,Heda,Althrop,RPL
1301223529,Diana,Conry,TI
1301223435,Noel,Morrilly,IF
1301229784,Jeri,Fancy,RPL
1301223188,Helena,Napolitano,TI
1301221780,Meta,Stables,RPL
1301221958,Gerhardt,Gudyer,RPL
1301227569,Delmer,Grishin,TI
1301229679,Niles,Fernandez,RPL
1301220587,Kristina,Veldens,DS
1301223439,Tersina,Currier,TI
1301220272,Fina,Ledster,IF
1301223381,Aurthur,Pleat,TI
1301220960,Con,Kopmann,RPL
1301220679,Romain,Lorentz,TI
1301220803,Odelinda,Fitzsimons,IF
1301223086,Cirstoforo,Folland,TI
1301222783,Holden,Janaszkiewicz,DS
1301229897,Tiffy,Beresfore,RPL
1301228495,Iorgos,Labarre,DS
1301223298,Rab,Shobrook,TI
1301220000,Dionysus,Mandell,IF
1301229563,Josephina,Bustin,IF
1301224673,Maxi,Lillgard,DS
1301221855,Evania,Seacroft,DS
1301220040,Kara-lynn,Allonby,IF
1301224781,Jan,Norridge,RPL
1301222893,Zondra,Filippov,RPL
1301225452,Fredra,Mannion,RPL
1301220925,Mathilde,Carlisso,DS
1301226559,Orly,Neicho,TI
1301222688,Jayne,Gaitskell,TI
1301220871,Ailee,Olrenshaw,TI
1301228563,Sly,Cliburn,IF
1301225987,Flynn,Gambles,RPL
1301221508,Eve,Aucott,RPL
1301227186,Dasha,Sporner,TI
1301226471,Poul,Thing,RPL
1301227081,Ailsun,McCray,IF
1301224368,Harv,Yerrington,TI
1301221665,Hali,Dibbe,IF
1301223032,Bartel,Stillwell,DS
1301225590,Corenda,Cassar,RPL
1301227275,Christie,Driscoll,DS
1301220382,Kendal,Thireau,DS
1301221960,Jarrad,Paulmann,DS
1301229171,Haroun,Denyukin,IF
1301224223,Tawsha,Grimsdyke,RPL
1301224805,Maribelle,Oke,DS
1301227527,Parke,Kupke,IF
1301222700,Sherilyn,Clerk,IF
1301226717,Kippie,Breslane,RPL
1301228039,Basil,Ingles,RPL
1301220224,Parnell,Adams,TI
1301224913,Raven,Overell,TI
1301228493,Lorrin,Lumsdall,TI
1301225198,Griffith,Meates,DS
1301226299,Jody,Adam,IF
1301222981,Brena,Allain,RPL
1301224780,Manuel,Kemish,TI
1301228082,Deloria,Darrington,RPL
1301221963,Dotti,Franzoli,RPL
1301222653,Tybi,Glazer,IF
1301224141,Evyn,Quince,IF
1301228986,Noach,Schwand,TI
1301227743,Brod,Pugsley,IF
1301220807,Celestina,Crosfeld,TI
1301229369,Teodor,Clampe,DS
1301227989,Sid,Toohey,IF
1301228863,Nesta,Clementucci,RPL
1301226326,Anders,Smidmoor,DS
1301221042,Donella,Diaper,IF
1301227390,Prissie,Robbeke,DS
1301221202,Audrie,Bridat,DS
1301220854,Allayne,Balle,TI
1301225526,Rhianna,Amaya,DS
1301229836,Elvina,Jugging,IF
1301228149,Keeley,Meader,DS
1301227794,Stewart,Casserly,DS
1301228633,Agretha,Schulkins,IF
1301223374,Lek,Dyball,RPL
1301220733,Zsa zsa,Rowan,IF
1301223900,Meara,Oboy,DS
1301221905,Tasia,Ridgers,TI
1301229352,Rickert,Brownsall,RPL
1301223770,Cosetta,Haye,RPL
1301221176,Susy,Mash,RPL
1301223915,Basia,Melding,IF
1301227795,Tyson,Alpine,RPL
1301225466,Ardelle,Gile,TI
1301224602,Roberto,Phelp,TI
1301223967,Latrena,Jorez,DS
1301221835,Penelope,Everex,TI
1301224869,Bentley,Boldry,DS
1301225603,Ariel,Truett,IF
1301224430,Harriot,Trasler,DS
1301224235,Bogey,Males,RPL
1301225490,Sabine,Vallintine,TI
1301229494,Arlana,McQuilty,TI
1301226120,Ceciley,Domenc,RPL
1301228224,Nari,O'Scanlon,TI
1301228238,Nomi,Attrey,DS
1301225484,My,Truin,DS
1301224064,Huey,Risso,RPL
1301222048,Ignazio,De Santos,DS
1301229508,Eldin,Stirrip,RPL
1301223017,Michelle,Perrelli,RPL
1301225361,Connie,Dibner,DS
1301221100,Florida,Dicken,IF
1301221874,Alicea,Fooks,TI
1301221313,Kathye,Barsby,IF
1301224708,Geoffry,Waddilove,RPL
1301226628,Bevvy,Hadkins,TI
1301226638,Rudd,Chesher,TI
1301224489,Dosi,Gogarty,TI
1301227728,Lauryn,Gomm,IF
1301225978,Petronille,Battersby,TI
1301225390,Delores,Ferrara,DS
1301220013,Gilligan,Langstaff,RPL
1301223300,Javier,Penhearow,IF
1301225212,Sabrina,Davidov,TI
1301225567,Dylan,Troyes,TI
1301226545,Ellen,Prettyjohns,RPL
1301226480,Carlin,Haet,RPL
1301228821,Welsh,Greenroa,TI
1301226055,Fayth,Garfitt,DS
1301226136,Holly-anne,Oene,IF
1301226443,Jerad,Aysik,TI
1301225286,Minor,Pinch,TI
1301225464,Berta,Smaridge,DS
1301227806,Giles,Blinman,IF
1301225466,Uta,Moulsdale,TI
1301224382,Jaimie,Sloegrave,TI
1301220753,Lilllie,Karpeev,RPL
1301228811,Doyle,Leneham,DS
1301220182,Garv,Danielovitch,RPL
1301227961,Bil,Mulberry,TI
1301223690,Noelle,Showler,TI
1301227846,Rowan,Gamlin,TI
1301225105,Francisca,Franzelini,TI
1301220377,Paolina,Endersby,RPL
1301227089,Bebe,Orton,RPL
1301220969,Dorrie,Detheridge,TI
1301221508,Thibaut,Janney,RPL
1301220694,Moishe,O'Dunniom,IF
1301221187,Willard,McGeady,DS
1301226526,Cullan,Forber,IF
1301220063,Verge,McLelland,DS
1301222641,Wells,Idney,TI
1301220233,Tera,Sparrowe,DS
1301227084,Lidia,Godard,RPL
1301228461,Roley,Mewton,TI
1301229444,Hermon,Huyghe,RPL
1301224361,Gusta,Dolphin,RPL
1301222282,Gertie,Kleingrub,IF
1301221373,Brina,Ducarel,TI
1301228728,Kariotta,Buckles,DS
1301224686,Kathe,Broomfield,TI
1301229325,David,Kanzler,TI
1301227978,Sherman,Garaway,TI
1301223503,Ario,Bryers,DS
1301221696,Janaye,Catcheside,IF
1301220663,Doralynne,Kendrew,IF
1301227565,Layney,Darwen,RPL
1301224528,Carroll,Greenard,IF
1301222958,Dolley,Langthorne,RPL
1301221447,Rebbecca,Covet,RPL
1301227757,Dilan,Zanetti,IF
1301226316,Beverly,Collick,TI
1301220835,Lorrie,Woodruff,TI
1301226682,Arley,Bernakiewicz,IF
1301224724,Adriana,Tallboy,IF
1301224723,Katie,Wardroper,IF
1301224017,Tiphany,Jorat,DS
1301224913,Friederike,Strongitharm,IF
1301221028,Willis,Maldin,DS
1301228595,Barby,Tolwood,TI
1301225211,Caren,Einchcombe,TI
1301229115,Barbra,Nattrass,TI
1301223213,Prue,Way,IF
1301229208,Homere,Dalloway,RPL
1301229012,Kinnie,O'Crigane,DS
1301228514,Marius,Pont,RPL
1301229268,Sydney,Kolczynski,TI
1301227174,Greer,Olyfant,IF
1301229442,Sadie,Aberkirdo,TI
1301225525,Etty,Attaway,RPL
1301229798,Charisse,Rabidge,DS
1301220419,Livvy,Gregol,IF
1301225748,Car,Dovydenas,TI
1301223303,Urbanus,Geikie,RPL
1301227552,Morey,Emson,IF
1301225556,Tomkin,Werendell,IF
1301223522,Christen,Venmore,TI
1301226745,Janeta,Colegate,TI
1301227486,Arabela,Tryme,RPL
1301223405,Trstram,Baudoux,DS
1301228314,Shelton,Botright,RPL
1301225942,Roarke,Powton,DS
1301221727,Mitzi,Weadick,IF
1301226373,Janet,Copland,IF
1301222326,Hasty,Lapree,DS
1301226710,Krissy,Eastmead,DS
1301220298,Sonny,Chaloner,DS
1301227655,Chester,Pele,IF
1301225478,Drucy,Jolliman,DS
1301227667,Con,Orhtmann,RPL
1301220323,Erl,Hymers,TI
1301226979,Lilah,Brevitt,TI
1301220055,Jerome,Yearn,IF
1301229228,Julita,Toms,IF
1301228240,Arvin,Berisford,DS
1301229335,Desiree,Teece,RPL
1301220175,Aaren,Bousfield,TI
1301227204,Maryanna,Enrrico,TI
1301227943,Tova,Benzi,RPL
1301226641,Briano,Aleksankov,RPL
1301222002,Kathryn,Partner,RPL
1301222207,Susanne,Prickett,DS
1301221381,Kelila,Daniel,RPL
1301228909,Ebony,Antley,DS
1301220082,Dorris,Fowlds,RPL
1301221102,Maximo,Woakes,TI
1301222817,Adela,McCurt,DS
1301222137,Sanson,Stoke,DS
1301221887,Wylie,Challiss,RPL
1301222372,Ellwood,Christophersen,TI
1301222003,Traci,Rivitt,DS
1301222184,Zachary,Carragher,TI
1301224137,Alexandros,Bourtoumieux,RPL
1301225365,Jervis,Brouncker,RPL
1301224122,Hattie,Lissandrini,RPL
1301221888,Cati,Bodycombe,DS
1301220585,Jamaal,Fritter,IF
1301225775,Cristobal,Corner,TI
1301222641,Morena,Freyn,RPL
1301220810,Fania,Kearley,DS
1301221256,Yetty,Rockcliffe,IF
1301225672,Jeniffer,Swindle,TI
1301225418,Sidney,Kimm,TI
1301224986,Ambrosi,Puttock,RPL
1301227843,Sallyanne,Ellicombe,IF
1301221744,Renate,Beglin,TI
1301226329,Mellisent,Gentzsch,TI
1301222086,Lorrie,Croyden,DS
1301221093,Marissa,Kenset,DS
1301220409,Remus,Dishman,DS
1301226369,Lee,Lowry,DS
1301227366,Ford,Gittoes,TI
1301222340,Ira,Choulerton,DS
1301223075,Morley,Bartolomeu,IF
1301228600,Konrad,Gashion,DS
1301226580,Olivia,Carrabot,RPL
1301220528,Larina,Rootham,DS
1301220116,Sallyann,Lovart,DS
1301228996,Chandal,Asher,TI
1301228007,Vick,Mucci,RPL
1301226326,Stesha,Granville,DS
1301229700,Mehetabel,de Mullett,RPL
1301226260,Abie,Dumelow,IF
1301229195,Ward,Radeliffe,IF
1301223544,Hank,Lemmanbie,DS
1301229624,Trever,Fairlaw,TI
1301228322,Florida,Lemarie,RPL
1301224893,Gusti,Hands,RPL
1301221877,Marybeth,Bothie,RPL
1301223185,Mario,Larvin,DS
1301225446,Sonnie,Pitrelli,RPL
1301228029,Mariam,Bruster,TI
1301223647,Bobine,Portwaine,RPL
1301224030,Garrott,Godson,RPL
1301229134,Mathilda,McFayden,IF
1301226219,Antony,Brooke,TI
1301227376,Alisun,Willmore,DS
1301225032,Conny,Fenne,DS
1301226937,Idette,Ferrarese,IF
1301225116,Kerrin,Scocroft,IF
1301223856,Willard,Trevear,IF
1301225852,Dania,Whittier,TI
1301228597,Aldous,MacKibbon,IF
1301227591,Kira,Quarry,TI
1301225383,Sabine,Geraudel,RPL
1301223291,Heloise,Guyon,IF
1301221937,Vikki,Jaan,DS
1301222100,Samson,Symes,TI
1301220623,Hercule,Heller,RPL
1301229856,Shell,Clemintoni,DS
1301222990,Desdemona,Croshaw,IF
1301222792,Christina,Melia,RPL
1301224542,Keriann,Mont,DS
1301220891,Dickie,McGilbon,RPL
1301220553,Paige,McLay,TI
1301221163,Philip,Butchers,RPL
1301224605,Lotte,Self,RPL
1301227536,Lilith,Petruskevich,IF
1301221799,Amber,Giacomello,TI
1301229243,Neil,Stalman,IF
1301229334,Ulises,Witheford,IF
1301225363,Joane,Hallad,RPL
1301226835,Benni,Bernhardi,DS
1301226085,Stanfield,Iianon,IF
1301220261,Michale,Heffron,TI
1301225672,Demetris,Radford,DS
1301223583,Selig,Eccott,DS
1301225695,Ariel,Pelham,IF
1301225323,Brenna,Welbeck,TI
1301224533,Rafaelita,Easton,TI
1301222782,Bea,Dottridge,IF
1301221272,Francois,Swedeland,TI
1301227917,Cyndie,Falloon,RPL
1301226750,Eric,Hutt,IF
1301222812,Caspar,Tombleson,RPL
1301221642,Ibbie,Petruk,TI
1301222291,Gibby,Petrulis,IF
1301220019,Lolita,Radwell,TI
1301220619,Bryan,Weyland,RPL
1301223353,Lezlie,Byrde,DS
1301221195,Finn,Pauncefort,TI
1301226037,Bernice,Rogan,RPL
1301220803,Ichabod,Rigard,RPL
1301222708,Maxwell,Gove,RPL
1301222438,Burk,Meldrum,DS
1301221474,Nerte,Tierney,TI
1301222037,Virgina,Tuny,IF
1301226510,Evangelina,Kingsnoad,DS
1301225942,Morse,Lerven,DS
1301225225,Lindy,Oldknowe,IF
1301226613,Karola,Van der Linde,TI
1301229128,Xaviera,Bohling,RPL
1301228376,Matthaeus,Hawler,TI
1301226631,Gaynor,Cressey,TI
1301226851,Zackariah,Zapata,RPL
1301223782,Andres,Beiderbecke,IF
1301221635,Ragnar,Goomes,RPL
1301225193,Ardith,Storkes,TI
1301221298,Emmey,Blacket,DS
1301221736,Frank,Branni,TI
1301223352,Katti,Verlander,DS
1301221334,Rosalinda,Bauckham,DS
1301223334,Gabbie,Quilleash,RPL
1301226936,Dinny,Aluard,DS
1301224044,Reginald,Jablonski,DS
1301221545,Frederick,Crosier,DS
1301229144,Kerrie,Winslow,DS
1301223912,Sileas,Khristyukhin,TI
1301220024,Karen,Fagge,DS
1301228578,Linzy,Blaszczynski,TI
1301222528,Robby,Pauletto,IF
1301221846,Vasily,Bugden,IF
1301220086,Latia,Matthewman,RPL
1301222019,Eula,Schruyers,DS
1301225011,Josiah,Aistrop,RPL
1301222884,Beverie,Garric,DS
1301223787,Sauveur,Dewerson,IF
1301224856,Constance,Maddyson,TI
1301221035,Robbie,Elster,RPL
1301227078,Cristine,McGlashan,DS
1301224875,Alvira,Rodenhurst,DS
1301229499,Torie,Croutear,RPL
1301228206,Nickie,Vanyard,RPL
1301228390,Sherill,Davidescu,DS
1301224888,Jermaine,Klambt,RPL
1301227566,Johny,Graham,DS
1301222910,Igor,Balcon,DS
1301226746,Jerrine,Domini,DS
1301227745,Ole,Montacute,TI
1301222175,Ailey,Vlach,DS
1301220170,Avigdor,Exeter,RPL
1301224182,Der,Whymark,IF
1301227321,Ebony,Portwain,IF
1301225625,Leonie,Nore,IF
1301224880,Jenica,Munslow,RPL
1301220890,Courtnay,Ranvoise,TI
1301221077,Christian,Sollowaye,IF
1301224395,Carmelita,Lawerence,DS
1301223950,Jilleen,Krzysztof,RPL
1301220930,Dina,Skip,RPL
1301228052,Margaret,Jellico,RPL
1301220859,Maighdiln,Ivanshintsev,TI
1301224171,Rey,Smissen,RPL
1301224433,Donnie,Billyeald,RPL
1301222071,Larisa,Toomer,TI
1301222895,Camey,Stell,DS
1301227667,Lavina,Ivoshin,TI
1301220833,Dennie,Sooley,RPL
1301223389,Hobie,Screase,DS
1301228563,Niko,Sammon,TI
1301223687,Farlie,Skilling,TI
1301228744,Fanni,Vedenyakin,DS
1301227813,Aila,Likly,IF
1301226683,Lynn,Inde,RPL
1301225085,Noach,Twopenny,IF
1301222068,Bjorn,Ebbett,RPL
1301226346,Bessy,Dutt,IF
1301224119,Barbe,Gerrelts,RPL
1301220472,Marcia,Goulter,TI
1301225760,Daisie,Golson,DS
1301221424,Frank,Bidnall,RPL
1301222322,Trefor,Dunkerley,DS
1301223033,Anton,Given,RPL
1301225695,Herrick,Kippen,TI
1301222935,Berkley,Gauson,IF
1301228424,Velvet,Geerits,TI
1301227916,Kennedy,Wynrahame,IF
1301221643,Monte,Ginsie,IF
1301226274,Trevor,Van Baaren,TI
1301226234,Eartha,McLafferty,IF
1301226739,Jonie,Ironside,TI
1301221590,Jimmie,Giamelli,DS
1301223015,Gilberte,Figgins,TI
1301226576,Karisa,Ducaen,IF
1301220035,Beulah,Hollington,RPL
1301224910,Tania,Snarr,IF
1301221571,Kyle,Vickerman,RPL
1301225697,Tate,Schult,IF
1301221763,Stefa,Orae,TI
1301225241,Mahmoud,des Remedios,RPL
1301224727,Silvester,Moreton,RPL
1301220583,Benjamin,Esilmon,IF
1301222709,Liam,Widdowfield,IF
1301220078,Jolynn,Rustadge,TI
1301220727,Blaire,Leal,IF
1301227937,Mab,Potzold,RPL
1301220560,Carroll,McGawn,IF
1301227697,Cort,Woolcocks,TI
1301221484,Brucie,O'Neill,DS
1301228084,Richie,Tire,IF
1301222442,Lilas,Courcey,RPL
1301229252,Silas,Mollin,TI
1301221368,Dud,McGilvra,IF
1301229650,Dorthea,Creegan,IF
1301229468,Quintus,Ferebee,RPL
1301220711,Allan,Walak,IF
1301223400,Gale,Hanscomb,TI
1301226173,Edgard,Tulley,IF
1301229445,Darnell,Cord,TI
1301225883,Junie,Burr,DS
1301229380,Abbott,Walstow,TI
1301224659,Balduin,Mac Giolla Pheadair,DS
1301226520,Nickolaus,Grimolbie,TI
1301221358,Hilliard,Cruxton,IF
1301228556,Valaria,Tunbridge,RPL
1301226862,Harriot,McNally,RPL
1301229956,Fredra,Scammonden,IF
1301223442,Osmund,Timmins,RPL
1301226403,Kare,Melarkey,TI
1301220496,Devland,Needham,IF
1301229209,Sib,Bellchamber,IF
1301222550,Dacia,Eles,IF
1301220757,Mab,Clace,TI
1301228223,Blair,Classen,TI
1301221256,Amity,Lidden,DS
1301227063,Rosemonde,Durker,TI
1301221999,Avigdor,Brach,IF
1301225705,Jean,Firebrace,TI
1301224736,Gloriana,Faussett,RPL
1301225970,Archibaldo,Sirmon,TI
1301226877,Aleda,Ineson,IF
1301227313,Marcile,Tulloch,DS
1301222427,Paige,Brandoni,DS
1301223250,Janette,Pochin,RPL
1301227005,Floyd,Landrick,TI
1301220320,Clarie,Yielding,IF
1301228695,Vyky,Durham,IF
1301226382,Camey,Couche,IF
1301227471,Minna,Golling,RPL
1301229598,Nathanael,Clute,RPL
1301229416,Karole,Leas,RPL
1301227118,Jemie,Faragan,RPL
1301223939,Hollyanne,Slingsby,IF
1301220248,Udale,Rignoldes,IF
1301224366,Jasmin,Saveall,DS
1301222942,Dagny,Von Hindenburg,TI
1301221570,Kirby,Grene,IF
1301228917,Damiano,Yabsley,IF
1301226407,Cammy,Gandrich,IF
1301225271,Colene,Belvard,IF
1301225392,Lemmy,Kleinzweig,IF
1301225522,Franciskus,Lintall,IF
1301220971,Dniren,Barefoot,TI
1301229415,Clevey,Murphy,DS
1301226195,Raffaello,Sakins,TI
1301228286,Di,Tidy,TI
1301224666,Evita,Joska,IF
1301226970,Aggy,Josofovitz,TI
1301220526,Candie,Grogor,TI
1301224075,Thatch,Featherstonhaugh,DS
1301227171,Alana,Fassman,IF
1301226467,Tammie,Keyzor,IF
1301224581,Sandor,Loachhead,IF
1301222954,Willa,Mussen,RPL
1301225275,Stephie,Parren,DS
1301224964,Mandy,Vockings,TI
1301221325,Olly,Matej,TI
1301224872,Fidelio,Walasik,IF
1301226130,Faber,Taffarello,DS
1301221321,Hakim,McWhorter,TI
1301220650,Melisande,Astbury,TI
1301221601,Hallsy,Bertolin,DS
1301227965,Flss,Rew,IF
1301224388,Othella,Verring,TI
1301224043,Carolin,Tiler,IF
1301222691,Darcy,Panyer,DS
1301223592,Tye,Lokier,RPL
1301223505,Kendricks,Josskowitz,IF
1301224185,Hortense,Hartegan,IF
1301229545,Dewey,Rowan,IF
1301228947,Riannon,Espadate,IF
1301228863,Mariam,Goldspink,TI
1301223762,Bebe,Escoffrey,IF
1301220044,Jonell,Benettelli,TI
1301221436,Delbert,Heinschke,DS
1301223879,Virge,Bruun,RPL
1301224846,Emlyn,Fretter,DS
1301224935,Seth,Gottschalk,RPL
1301229350,Binnie,Tersay,IF
1301221853,Judah,Janaszewski,IF
1301222035,Erasmus,Banting,IF
1301225477,Reggie,MacCosty,TI
1301227721,Gary,Maher,IF
1301224012,Blanca,Bumpus,DS
1301226298,Ofella,Trickett,TI
1301221523,Paten,Hazlehurst,RPL
1301227758,Ayn,Scard,IF
1301220310,Grantley,Kneel,TI
1301223120,Jehanna,Simoes,DS
1301222364,Murray,Youde,DS
1301226418,Richmound,Howlings,TI
1301220270,Ketty,Chawner,IF
1301228266,Lynnea,Freshwater,TI
